1	1	0	847
1	2	0	559
1	3	0	552
1	4	0	536
1	5	0	527
1	6	0	522
1	7	0	513
1	8	0	505
1	9	0	495
1	10	0	491
1	11	0	474
1	12	0	470
1	13	0	462
1	14	0	449
1	15	0	440
1	16	0	2078
1	17	0	1849
1	18	0	1626
1	19	0	2596
1	20	0	1803
1	21	0	1143
1	22	0	1063
1	1	2	748.462
1	2	2	559
1	3	2	552
1	4	2	536
1	5	2	527
1	6	2	522
1	7	2	513
1	8	2	505
1	9	2	495
1	10	2	491
1	11	2	474
1	12	2	470
1	13	2	462
1	14	2	449
1	15	2	440
1	16	2	2078
1	17	2	1849
1	18	2	1626
1	19	2	2596
1	20	2	1803
1	21	2	1143
1	22	2	1063
1	1	3	644
1	2	3	543
1	3	3	535
1	4	3	516
1	5	3	502
1	6	3	497
1	7	3	491
1	8	3	471
1	9	3	470
1	10	3	462
1	11	3	437
1	12	3	445
1	13	3	429
1	14	3	409
1	15	3	413
1	16	3	1883
1	17	3	1688
1	18	3	1472
1	19	3	2340
1	20	3	1616
1	21	3	1012
1	22	3	939
1	1	4	5784.92
1	2	4	4301.32
1	3	4	4248.81
1	4	4	4114.09
1	5	4	4037.41
1	6	4	3994.63
1	7	4	3915.62
1	8	4	3846.07
1	9	4	3767.81
1	10	4	3733.18
1	11	4	3593.18
1	12	4	3573.67
1	13	4	3501.87
1	14	4	3389.57
1	15	4	3341.43
1	16	4	15652.5
1	17	4	13937.2
1	18	4	12221.9
1	19	4	19495.3
1	20	4	13529.9
1	21	4	8570.96
1	22	4	7948.74
1	1	5	3466.47
1	2	5	3249.3
1	3	5	3039.64
1	4	5	2681.56
1	5	5	2395.93
1	6	5	2337.35
1	7	5	2162.81
1	8	5	2154.69
1	9	5	1976.11
1	10	5	2037.79
1	11	5	1881.16
1	12	5	1814.08
1	13	5	1850.39
1	14	5	1694.68
1	15	5	1667.83
1	16	5	7421.94
1	17	5	6609.42
1	18	5	5704.25
1	19	5	9095.46
1	20	5	6277.18
1	21	5	3773.34
1	22	5	3514.81
1	1	11	3
1	2	11	2
1	3	11	0
1	4	11	1
1	5	11	0
1	6	11	0
1	7	11	1
1	8	11	0
1	9	11	0
1	10	11	0
1	11	11	0
1	12	11	0
1	13	11	0
1	14	11	0
1	15	11	0
1	16	11	0
1	17	11	0
1	18	11	0
1	19	11	0
1	20	11	0
1	21	11	0
1	22	11	1
1	1	12	0
1	2	12	0
1	3	12	0
1	4	12	0
1	5	12	0
1	6	12	0
1	7	12	0
1	8	12	0
1	9	12	0
1	10	12	0
1	11	12	0
1	12	12	0
1	13	12	0
1	14	12	0
1	15	12	0
1	16	12	0
1	17	12	0
1	18	12	0
1	19	12	0
1	20	12	0
1	21	12	0
1	22	12	0
1	1	13	0
1	2	13	0
1	3	13	0
1	4	13	0
1	5	13	0
1	6	13	0
1	7	13	0
1	8	13	0
1	9	13	0
1	10	13	0
1	11	13	0
1	12	13	0
1	13	13	0
1	14	13	0
1	15	13	0
1	16	13	0
1	17	13	0
1	18	13	0
1	19	13	0
1	20	13	0
1	21	13	0
1	22	13	0
1	1	30	359.396
1	2	30	303.529
1	3	30	352.539
1	4	30	374.341
1	5	30	399.173
1	6	30	435.679
1	7	30	459.614
1	8	30	487.973
1	9	30	511.883
1	10	30	540.377
1	11	30	563.22
1	12	30	588.031
1	13	30	614.089
1	14	30	619.723
1	15	30	656.158
1	16	30	3292.34
1	17	30	3487.28
1	18	30	3073.9
1	19	30	4897.98
1	20	30	3402.4
1	21	30	2154.83
1	22	30	2007.5
1	gambiae_ss	31	35504
1	gambiae_ss	32	352991
1	gambiae_ss	33	47123.4
1	gambiae_ss	34	25112.2
1	0	35	1.38329
1	0	36	1.4791
2	1	0	849
2	2	0	563
2	3	0	545
2	4	0	539
2	5	0	526
2	6	0	522
2	7	0	512
