day,mub1,sigb1,mub2,sigb2,mub3,sigb3,
0,-0.5098,0.007442,0.08916,0.009533,0.8781,0.01972
1,0.0898,0.006412,-0.1292,0.08873,0.1332,0.003249
2,1.259,0.1384,0.2377,0.1384,-1.219,0.09253
3,1.026,0.002173,1.03,0.002495,0.6897,0.003082
4,1.003,0.002405,-1.063,0.01523,0.6883,0.006301
5,1.003,0.002465,-0.867,0.0495,0.2082,0.09215
6,1.003,0.002747,-0.6084,0.05146,-0.2391,0.1117
7,1.002,0.003059,-0.8774,0.1137,0.6339,0.2119
8,0.9997,0.003425,0.1827,0.1381,-1.637,0.2801
9,0.9993,0.00375,1.061,0.6325,0.5718,0.8347
10,0.9992,0.004067,1.052,0.2807,0.4531,0.6326
11,0.9987,0.004327,1.092,0.04738,0.8675,0.08795
12,0.9984,0.004718,0.7818,0.06678,0.01715,0.1359
13,1.004,0.005202,-0.4239,0.09335,0.7293,0.01724
14,1.001,0.0055,0.06508,0.03436,-1.337,0.05743
15,0.9952,0.006095,1.109,0.03242,0.8106,0.04916
16,0.9969,0.006621,1.038,0.0121,0.6664,0.005301
17,0.9988,0.007196,1.036,0.009653,0.7035,0.009759
18,0.9974,0.006998,1.051,0.009851,0.6925,0.007141
19,0.996,0.006092,1.038,0.01114,0.6665,0.004004
20,0.987,0.007826,1.103,0.01664,0.7028,0.0133
21,0.9962,0.007865,1.143,0.02326,0.8652,0.03231
22,0.9838,0.007646,1.04,0.01331,0.6812,0.007723
23,1.009,0.0079,-1.212,0.06675,0.6795,0.00575
24,1.005,0.008449,0.008036,0.0095,-1.42,0.01965
25,1.01,0.00887,-0.77,0.08411,0.7611,0.02281
26,0.9977,0.008943,-0.0704,0.02924,-1.582,0.05062
27,0.9916,0.009293,1.057,0.0143,0.7838,0.02589
28,0.9976,0.01019,1.124,0.02375,0.7251,0.0216
29,0.9888,0.009828,1.092,0.02026,0.7342,0.01799
30,1.018,0.01019,-1.064,0.02851,0.7472,0.01878
31,1.004,0.01059,-0.0632,0.04811,-1.634,0.08963
32,0.9879,0.01039,1.135,0.02834,0.8231,0.04254
33,0.9836,0.01147,1.108,0.02107,0.7071,0.01246
34,1.011,0.01141,-1.05,0.02031,0.7393,0.01658
35,1.005,0.01101,-0.04297,0.0288,-1.612,0.06433
36,0.9882,0.01187,1.124,0.02618,0.7943,0.03793
37,0.9818,0.01205,1.067,0.01991,0.7083,0.01559
38,1.006,0.01291,-1.054,0.1185,0.8313,0.0378
39,1.005,0.01297,-1.523,0.1076,0.9608,0.08786
40,1.004,0.01285,0.08703,0.07669,-1.404,0.1249
41,1.014,0.01364,-0.8231,0.1176,0.835,0.04346
42,1.001,0.01307,0.08969,0.07316,-1.406,0.1118
43,1.015,0.01421,-0.3189,0.1524,0.8497,0.04588
44,0.9993,0.01555,-0.02653,0.05379,-1.634,0.08536
45,1.012,0.01569,-0.8281,0.1309,0.809,0.0361
46,1.015,0.01654,0.08698,0.08431,-1.39,0.1306
47,0.9854,0.01626,1.137,0.03305,0.7196,0.02226
48,1.025,0.01628,-1.066,0.02825,0.752,0.02026
49,1.01,0.01575,0.003203,0.0286,-1.486,0.05475
50,0.9968,0.01711,1.073,0.03313,0.8337,0.03416
51,0.9957,0.01674,1.18,0.03365,0.7272,0.02761
52,1.016,0.0185,-0.7916,0.1388,0.751,0.01956
53,1.015,0.02023,-0.06154,0.2603,-1.549,0.4405
54,1.016,0.01847,0.3816,0.1633,-1.191,0.1675
55,0.988,0.01845,1.183,0.04698,0.8405,0.06619
56,0.992,0.01801,1.126,0.03458,0.6566,0.01908
57,1.007,0.01924,-1.082,0.04014,0.7498,0.02277
58,0.9992,0.01951,-0.01732,0.03776,-1.579,0.07511
59,0.9855,0.02017,1.165,0.0509,0.7976,0.04291
60,1.013,0.02072,-1.312,0.1066,0.7134,0.02339
61,1.006,0.02319,0.6937,0.5526,-0.2297,1.117
62,0.9939,0.02105,1.42,0.1357,0.6452,0.08126
63,1.007,0.0225,-0.755,0.5839,0.8672,0.04674
64,0.9891,0.02147,1.23,0.05352,0.8442,0.04826
65,1.018,0.02184,-0.9941,0.0809,0.7247,0.02161
66,1.018,0.02326,0.03683,0.06894,-1.438,0.1206
