1	1	0	847
1	2	0	559
1	3	0	551
1	4	0	540
1	5	0	526
1	6	0	522
1	7	0	511
1	8	0	505
1	9	0	496
1	10	0	486
1	11	0	480
1	12	0	467
1	13	0	461
1	14	0	451
1	15	0	441
1	16	0	2080
1	17	0	1847
1	18	0	1624
1	19	0	2712
1	20	0	2018
1	21	0	1318
1	22	0	558
1	1	2	750.545
1	2	2	559
1	3	2	551
1	4	2	540
1	5	2	526
1	6	2	522
1	7	2	511
1	8	2	505
1	9	2	496
1	10	2	486
1	11	2	480
1	12	2	467
1	13	2	461
1	14	2	451
1	15	2	441
1	16	2	2080
1	17	2	1847
1	18	2	1624
1	19	2	2712
1	20	2	2018
1	21	2	1318
1	22	2	558
1	1	3	640
1	2	3	540
1	3	3	543
1	4	3	522
1	5	3	501
1	6	3	495
1	7	3	488
1	8	3	478
1	9	3	462
1	10	3	458
1	11	3	451
1	12	3	432
1	13	3	436
1	14	3	409
1	15	3	402
1	16	3	1909
1	17	3	1685
1	18	3	1477
1	19	3	2435
1	20	3	1814
1	21	3	1174
1	22	3	496
1	1	4	5784.32
1	2	4	4298.8
1	3	4	4247.72
1	4	4	4150.71
1	5	4	4026.18
1	6	4	3976.85
1	7	4	3904.98
1	8	4	3854.28
1	9	4	3759.02
1	10	4	3693.1
1	11	4	3645.8
1	12	4	3532.71
1	13	4	3507.57
1	14	4	3394.74
1	15	4	3337.34
1	16	4	15725.3
1	17	4	13921.2
1	18	4	12223.8
1	19	4	20390.1
1	20	4	15164.1
1	21	4	9893.97
1	22	4	4185.14
1	1	5	3631.87
1	2	5	3278.3
1	3	5	2988.55
1	4	5	2676.57
1	5	5	2496.58
1	6	5	2343
1	7	5	2271.24
1	8	5	2108.26
1	9	5	1999
1	10	5	1972.84
1	11	5	1938.8
1	12	5	1792.7
1	13	5	1839.77
1	14	5	1551.52
1	15	5	1669.52
1	16	5	7627.15
1	17	5	6426.35
1	18	5	5545.39
1	19	5	9284.31
1	20	5	6721.2
1	21	5	4574.34
1	22	5	1876.78
1	1	11	1
1	2	11	2
1	3	11	0
1	4	11	0
1	5	11	0
1	6	11	0
1	7	11	0
1	8	11	0
1	9	11	0
1	10	11	0
1	11	11	0
1	12	11	0
1	13	11	0
1	14	11	0
1	15	11	0
1	16	11	1
1	17	11	1
1	18	11	0
1	19	11	1
1	20	11	0
1	21	11	0
1	22	11	0
1	1	12	0
1	2	12	0
1	3	12	0
1	4	12	0
1	5	12	0
1	6	12	0
1	7	12	0
1	8	12	0
1	9	12	0
1	10	12	0
1	11	12	0
1	12	12	0
1	13	12	0
1	14	12	0
1	15	12	0
1	16	12	0
1	17	12	0
1	18	12	0
1	19	12	0
1	20	12	0
1	21	12	0
1	22	12	0
1	1	13	1
1	2	13	0
1	3	13	0
1	4	13	0
1	5	13	0
1	6	13	0
1	7	13	0
1	8	13	0
1	9	13	0
1	10	13	0
1	11	13	0
1	12	13	0
1	13	13	0
1	14	13	0
1	15	13	0
1	16	13	0
1	17	13	0
1	18	13	0
1	19	13	0
1	20	13	0
1	21	13	0
1	22	13	0
1	1	30	358.47
1	2	30	302.85
1	3	30	351.893
1	4	30	379.887
1	5	30	400.728
1	6	30	435.46
1	7	30	458.388
1	8	30	489.222
1	9	30	511.102
1	10	30	532.441
1	11	30	569.761
1	12	30	583.547
1	13	30	611.705
1	14	30	626.606
1	15	30	660.891
1	16	30	3297.41
1	17	30	3481.82
1	18	30	3069.42
1	19	30	5132.39
1	20	30	3810.27
1	21	30	2486.62
1	22	30	1056.1
1	gambiae_ss	31	36283.2
1	gambiae_ss	32	360724
1	gambiae_ss	33	47187.2
1	gambiae_ss	34	25130.9
1	0	35	1.38329
1	0	36	1.48035
2	1	0	848
2	2	0	563
2	3	0	544
2	4	0	540
2	5	0	528
2	6	0	521
2	7	0	511
