1	1	0	421
1	2	0	288
1	3	0	275
1	4	0	269
1	5	0	260
1	6	0	267
1	7	0	245
1	8	0	259
1	9	0	247
1	10	0	240
1	11	0	244
1	12	0	233
1	13	0	244
1	14	0	208
1	15	0	225
1	16	0	1047
1	17	0	916
1	18	0	830
1	19	0	1304
1	20	0	895
1	21	0	564
1	22	0	519
1	1	2	339.994
1	2	2	287.998
1	3	2	275
1	4	2	269
1	5	2	260
1	6	2	267
1	7	2	245
1	8	2	259
1	9	2	247
1	10	2	240
1	11	2	244
1	12	2	233
1	13	2	244
1	14	2	208
1	15	2	225
1	16	2	1047
1	17	2	916
1	18	2	830
1	19	2	1304
1	20	2	895
1	21	2	564
1	22	2	519
1	1	3	56
1	2	3	31
1	3	3	19
1	4	3	16
1	5	3	16
1	6	3	10
1	7	3	7
1	8	3	2
1	9	3	7
1	10	3	9
1	11	3	6
1	12	3	2
1	13	3	6
1	14	3	1
1	15	3	5
1	16	3	15
1	17	3	5
1	18	3	3
1	19	3	6
1	20	3	3
1	21	3	1
1	22	3	2
1	1	4	2193.34
1	2	4	1115.48
1	3	4	925.254
1	4	4	728.945
1	5	4	691.371
1	6	4	692
1	7	4	520.505
1	8	4	589.653
1	9	4	523.151
1	10	4	457.276
1	11	4	481.76
1	12	4	426.752
1	13	4	490.129
1	14	4	396.128
1	15	4	424.309
1	16	4	1664.99
1	17	4	1019.46
1	18	4	720.298
1	19	4	978.152
1	20	4	516.011
1	21	4	253.93
1	22	4	192.746
1	1	5	415.986
1	2	5	126.171
1	3	5	82.35
1	4	5	58.0631
1	5	5	56.4464
1	6	5	40.3066
1	7	5	22.0934
1	8	5	3.95632
1	9	5	19.107
1	10	5	27.7161
1	11	5	10.8029
1	12	5	5.23308
1	13	5	12.2887
1	14	5	5.10757
1	15	5	19.5375
1	16	5	36.5584
1	17	5	7.8292
1	18	5	6.93541
1	19	5	15.9448
1	20	5	12.112
1	21	5	2.97994
1	22	5	4.13301
1	1	14	4853
1	2	14	4031
1	3	14	3166
1	4	14	2962
1	5	14	2675
1	6	14	2483
1	7	14	2099
1	8	14	2154
1	9	14	1838
1	10	14	1832
1	11	14	1679
1	12	14	1494
1	13	14	1335
1	14	14	1204
1	15	14	1067
1	16	14	3828
1	17	14	2275
1	18	14	1433
1	19	14	1710
1	20	14	874
1	21	14	420
1	22	14	339
1	1	15	4054
1	2	15	717
1	3	15	119
1	4	15	99
1	5	15	76
1	6	15	41
1	7	15	35
1	8	15	9
1	9	15	20
1	10	15	11
1	11	15	8
1	12	15	13
1	13	15	5
1	14	15	7
1	15	15	6
1	16	15	12
1	17	15	3
1	18	15	0
1	19	15	3
1	20	15	0
1	21	15	0
1	22	15	0
1	1	16	0
1	2	16	0
1	3	16	0
1	4	16	0
1	5	16	0
1	6	16	0
1	7	16	0
1	8	16	0
1	9	16	0
1	10	16	0
1	11	16	0
1	12	16	0
1	13	16	0
1	14	16	0
1	15	16	0
1	16	16	0
1	17	16	0
1	18	16	0
1	19	16	0
1	20	16	0
1	21	16	0
1	22	16	0
1	1	17	2310
1	2	17	182
1	3	17	23
1	4	17	12
1	5	17	8
1	6	17	6
1	7	17	6
1	8	17	1
1	9	17	3
1	10	17	1
1	11	17	2
1	12	17	0
1	13	17	2
1	14	17	0
1	15	17	0
1	16	17	4
1	17	17	3
1	18	17	0
1	19	17	1
1	20	17	0
1	21	17	0
1	22	17	0
1	1	18	106
1	2	18	10
1	3	18	5
1	4	18	8
1	5	18	1
1	6	18	3
1	7	18	0
1	8	18	0
1	9	18	1
1	10	18	1
1	11	18	1
1	12	18	0
1	13	18	0
1	14	18	0
1	15	18	1
1	16	18	0
1	17	18	0
1	18	18	1
1	19	18	0
1	20	18	0
1	21	18	0
1	22	18	0
1	1	19	2310
1	2	19	182
1	3	19	23
1	4	19	12
1	5	19	8
1	6	19	6
1	7	19	6
1	8	19	1
1	9	19	3
1	10	19	1
1	11	19	2
1	12	19	0
1	13	19	2
1	14	19	0
1	15	19	0
1	16	19	4
1	17	19	3
1	18	19	0
1	19	19	1
1	20	19	0
1	21	19	0
1	22	19	0
1	1	23	1744
1	2	23	535
1	3	23	96
1	4	23	87
1	5	23	68
1	6	23	35
1	7	23	29
1	8	23	8
1	9	23	17
1	10	23	10
1	11	23	6
1	12	23	13
1	13	23	3
1	14	23	7
1	15	23	6
1	16	23	8
1	17	23	0
1	18	23	0
1	19	23	2
1	20	23	0
1	21	23	0
1	22	23	0
1	1	24	0
1	2	24	0
1	3	24	0
1	4	24	0
1	5	24	0
1	6	24	0
1	7	24	0
1	8	24	0
1	9	24	0
1	10	24	0
1	11	24	0
1	12	24	0
1	13	24	0
1	14	24	0
1	15	24	0
1	16	24	0
1	17	24	0
1	18	24	0
1	19	24	0
1	20	24	0
1	21	24	0
1	22	24	0
1	0	39	21220
1	AS	40	339564
1	MQ	40	2.71254e+07
1	1	41	219
1	2	41	30
1	3	41	1
1	4	41	1
1	5	41	1
1	6	41	1
1	7	41	0
1	8	41	0
1	9	41	0
1	10	41	0
1	11	41	1
1	12	41	0
1	13	41	1
1	14	41	0
1	15	41	0
1	16	41	1
1	17	41	1
1	18	41	0
1	19	41	1
1	20	41	0
1	21	41	0
1	22	41	0
1	1	42	219
1	2	42	30
1	3	42	1
1	4	42	1
1	5	42	1
1	6	42	1
1	7	42	0
1	8	42	0
1	9	42	0
1	10	42	0
1	11	42	1
1	12	42	0
1	13	42	1
1	14	42	0
1	15	42	0
1	16	42	1
1	17	42	1
1	18	42	0
1	19	42	1
1	20	42	0
1	21	42	0
1	22	42	0
